6/29/2010,14890
6/30/2010,14890
7/1/2010,14750
7/2/2010,14920
7/3/2010,14990
7/4/2010,14860
7/5/2010,14770
7/6/2010,14770
7/7/2010,14770
7/8/2010,14770
7/9/2010,14910
7/10/2010,14910
7/11/2010,14860
7/12/2010,15090
7/13/2010,15090
7/14/2010,15090
7/15/2010,15300
7/16/2010,15330
7/17/2010,15200
7/18/2010,15210
7/19/2010,15270
7/20/2010,15270
7/21/2010,15270
7/22/2010,15410
7/23/2010,15150
7/24/2010,15420
7/25/2010,15450
7/26/2010,15400
7/27/2010,15400
7/28/2010,15400
7/29/2010,15080
7/30/2010,15080
7/31/2010,14960
8/1/2010,14890
8/2/2010,14890
8/3/2010,14890
8/4/2010,14750
8/5/2010,14920
8/6/2010,14990
8/7/2010,14860
8/8/2010,14770
8/9/2010,14770
8/10/2010,14770
8/11/2010,14770
8/12/2010,14910
8/13/2010,14910
8/14/2010,14860
8/15/2010,15090
8/16/2010,15090
8/17/2010,15090
8/18/2010,15300
8/19/2010,15330
8/20/2010,15200
8/21/2010,15210
8/22/2010,15270
8/23/2010,15270
8/24/2010,15270
8/25/2010,15410
8/26/2010,15150
8/27/2010,15420
8/28/2010,15450
8/29/2010,15400
8/30/2010,15400
8/31/2010,15400
9/1/2010,15360
9/2/2010,15080
9/3/2010,15080
9/4/2010,14960
9/5/2010,14890
9/6/2010,14890
9/7/2010,14890
9/8/2010,14750
9/9/2010,14920
9/10/2010,14990
9/11/2010,14860
9/12/2010,14770
9/13/2010,14770
9/14/2010,14770
9/15/2010,14770
9/16/2010,14910
9/17/2010,14910
9/18/2010,14860
9/19/2010,15090
9/20/2010,15090
9/21/2010,15090
9/22/2010,15300
9/23/2010,15330
9/24/2010,15200
9/25/2010,15210
9/26/2010,15270
9/27/2010,15270
9/28/2010,15270
9/29/2010,15410
9/30/2010,15150
10/1/2010,15420
10/2/2010,15450
10/3/2010,15400
10/4/2010,15400
10/5/2010,15400
10/6/2010,15360
10/7/2010,15080
10/8/2010,15080
10/9/2010,14960
10/10/2010,14890
10/11/2010,14890
10/12/2010,14890
10/13/2010,14750
10/14/2010,14920
10/15/2010,14990
10/16/2010,14860
10/17/2010,14770
10/18/2010,14770
10/19/2010,14770
10/20/2010,14770
10/21/2010,14910
10/22/2010,14910
10/23/2010,14860
10/24/2010,15090
10/25/2010,15080
10/26/2010,15080
10/27/2010,14960
10/28/2010,14890
10/29/2010,14890
10/30/2010,14890
10/31/2010,14750
11/1/2010,14920
11/2/2010,14990
11/3/2010,14860
11/4/2010,14770
11/5/2010,14770
11/6/2010,14770
11/7/2010,14770
11/8/2010,14910
11/9/2010,14910
11/10/2010,14860
11/11/2010,15090
11/12/2010,15090
11/13/2010,15090
11/14/2010,15300
11/15/2010,15330
11/16/2010,15200
11/17/2010,15210
11/18/2010,15270
11/19/2010,15270
11/20/2010,15270
11/21/2010,15410
11/22/2010,15150
11/23/2010,15420
11/24/2010,15450
11/25/2010,15400
11/26/2010,15400
11/27/2010,15400
11/28/2010,15360
11/29/2010,15080
11/30/2010,15080
12/1/2010,14960
12/2/2010,14890
12/3/2010,14890
12/4/2010,14890
12/5/2010,14750
12/6/2010,14920
12/7/2010,14990
12/8/2010,14860
12/9/2010,14770
12/10/2010,14770
12/11/2010,14770
12/12/2010,14770
12/13/2010,14910
12/14/2010,14910
12/15/2010,14860
12/16/2010,15090
12/17/2010,15090
12/18/2010,15090
12/19/2010,15300
12/20/2010,15330
12/21/2010,15200
12/22/2010,15210
12/23/2010,15270
12/24/2010,15270
12/25/2010,15270
12/26/2010,15410
12/27/2010,15150
12/28/2010,15420
12/29/2010,15450
12/30/2010,15400
12/31/2010,15400
1/1/2011,15400
1/2/2011,15360
1/3/2011,15080
1/4/2011,15080
1/5/2011,14960
1/6/2011,14890
1/7/2011,14890
1/8/2011,14890
1/9/2011,14750
1/10/2011,14920
1/11/2011,14990
1/12/2011,14860
1/13/2011,14770
1/14/2011,14770
1/15/2011,14770
1/16/2011,14770
1/17/2011,14910
1/18/2011,14910
1/19/2011,14860
1/20/2011,15090
1/21/2011,15080
1/22/2011,15080
1/23/2011,14960
1/24/2011,14890
1/25/2011,14890
1/26/2011,14890
1/27/2011,14750
1/28/2011,14920
1/29/2011,14990
1/30/2011,14860
1/31/2011,14770
2/1/2011,14770
2/2/2011,14770
2/3/2011,14770
2/4/2011,14910
2/5/2011,14910
2/6/2011,14860
2/7/2011,15090
2/8/2011,15090
2/9/2011,15090
2/10/2011,15300
2/11/2011,15330
2/12/2011,15200
2/13/2011,15210
2/14/2011,15270
2/15/2011,15270
2/16/2011,15270
2/17/2011,15410
2/18/2011,15150
2/19/2011,15420
2/20/2011,15450
2/21/2011,15400
2/22/2011,15400
2/23/2011,15400
2/24/2011,15360
2/25/2011,15080
2/26/2011,15080
2/27/2011,14960
2/28/2011,14890
3/1/2011,14890
3/2/2011,14890
3/3/2011,14750
3/4/2011,14920
3/5/2011,14990
3/6/2011,14860
3/7/2011,14770
3/8/2011,14770
3/9/2011,14770
3/10/2011,14770
3/11/2011,14910
3/12/2011,14910
3/13/2011,14860
3/14/2011,15090
3/15/2011,15090
3/16/2011,15090
3/17/2011,15300
3/18/2011,15330
3/19/2011,15200
3/20/2011,15210
3/21/2011,15270
3/22/2011,15270
3/23/2011,15270
3/24/2011,15410
3/25/2011,15150
3/26/2011,15420
3/27/2011,15450
3/28/2011,15400
3/29/2011,15400
3/30/2011,15400
3/31/2011,15360
4/1/2011,15080
4/2/2011,15080
4/3/2011,14960
4/4/2011,14890
4/5/2011,14890
4/6/2011,14890
4/7/2011,14750
4/8/2011,14920
4/9/2011,14990
4/10/2011,14860
4/11/2011,14770
4/12/2011,14770
4/13/2011,14770
4/14/2011,14770
4/15/2011,14910
4/16/2011,14910
4/17/2011,14860
4/18/2011,15090
4/19/2011,15080
4/20/2011,15080
4/21/2011,14960
4/22/2011,14890
4/23/2011,14890
4/24/2011,14890
4/25/2011,14750
4/26/2011,14920
4/27/2011,14990
4/28/2011,14860
4/29/2011,14770
4/30/2011,14770
5/1/2011,14770
5/2/2011,14770
5/3/2011,14910
5/4/2011,14910
5/5/2011,14860
5/6/2011,15090
5/7/2011,15090
5/8/2011,15090
5/9/2011,15300
5/10/2011,15330
5/11/2011,15200
5/12/2011,15210
5/13/2011,15270
5/14/2011,15270
5/15/2011,15270
5/16/2011,15410
5/17/2011,15150
5/18/2011,15420
5/19/2011,15450
5/20/2011,15400
5/21/2011,15400
5/22/2011,15400
5/23/2011,15360
5/24/2011,15080
5/25/2011,15080
5/26/2011,14960
5/27/2011,14890
5/28/2011,14890
5/29/2011,14890
5/30/2011,14750
5/31/2011,14920
6/1/2011,14990
6/2/2011,14860
6/3/2011,14770
6/4/2011,14770
6/5/2011,14770
6/6/2011,14770
6/7/2011,14910
6/8/2011,14910
6/9/2011,14860
6/10/2011,15090
6/11/2011,15090
6/12/2011,15090
6/13/2011,15300
6/14/2011,15330
6/15/2011,15200
6/16/2011,15210
6/17/2011,15270
6/18/2011,15270
6/19/2011,15270
6/20/2011,15410
6/21/2011,15150
6/22/2011,15420
6/23/2011,15450
6/24/2011,15400
6/25/2011,15400
6/26/2011,15400
6/27/2011,15360
6/28/2011,15080
6/29/2011,15080
6/30/2011,14960
7/1/2011,14890
7/2/2011,14890
7/3/2011,14890
7/4/2011,14750
7/5/2011,14920
7/6/2011,14990
7/7/2011,14860
7/8/2011,14770
7/9/2011,14770
7/10/2011,14770
7/11/2011,14770
7/12/2011,14910
7/13/2011,14910
7/14/2011,14860
7/15/2011,15090
7/16/2011,15080
7/17/2011,15080
7/18/2011,14960
7/19/2011,14890
7/20/2011,14890
7/21/2011,14890
7/22/2011,14750
7/23/2011,14920
7/24/2011,14990
7/25/2011,14860
7/26/2011,14770
7/27/2011,14770
7/28/2011,14770
7/29/2011,14770
7/30/2011,14910
7/31/2011,14910
8/1/2011,14860
8/2/2011,15090
8/3/2011,15090
8/4/2011,15090
8/5/2011,15300
8/6/2011,15330
8/7/2011,15200
8/8/2011,15210
8/9/2011,15270
8/10/2011,15270
8/11/2011,15270
8/12/2011,15410
8/13/2011,15150
8/14/2011,15420
8/15/2011,15450
8/16/2011,15400
8/17/2011,15400
8/18/2011,15400
8/19/2011,15360
8/20/2011,15080
8/21/2011,15080
8/22/2011,14960
8/23/2011,14890
8/24/2011,14890
8/25/2011,14890
8/26/2011,14750
8/27/2011,14920
8/28/2011,14990
8/29/2011,14860
8/30/2011,14770
8/31/2011,14770
9/1/2011,14770
9/2/2011,14770
9/3/2011,14910
9/4/2011,14910
9/5/2011,14860
9/6/2011,15090
9/7/2011,15090
9/8/2011,15090
9/9/2011,15300
9/10/2011,15330
9/11/2011,15200
9/12/2011,15210
9/13/2011,15270
9/14/2011,15270
9/15/2011,15270
9/16/2011,15410
9/17/2011,15150
9/18/2011,15420
9/19/2011,15450
9/20/2011,15400
9/21/2011,15400
9/22/2011,15400
9/23/2011,15360
9/24/2011,15080
9/25/2011,15080
9/26/2011,14960
9/27/2011,14890
9/28/2011,14890
9/29/2011,14890
9/30/2011,14750
10/1/2011,14920
10/2/2011,14990
10/3/2011,14860
10/4/2011,14770
10/5/2011,14770
10/6/2011,14770
10/7/2011,14770
10/8/2011,14910
10/9/2011,14910
10/10/2011,14860
10/11/2011,15090
10/12/2011,15080
10/13/2011,15080
10/14/2011,14960
10/15/2011,14890
10/16/2011,14890
10/17/2011,14890
10/18/2011,14750
10/19/2011,14920
10/20/2011,14990
10/21/2011,14860
10/22/2011,14770
10/23/2011,14770
10/24/2011,14770
10/25/2011,14770
10/26/2011,14910
10/27/2011,14910
10/28/2011,14860
10/29/2011,15090
10/30/2011,15090
10/31/2011,15090
11/1/2011,15300
11/2/2011,15330
11/3/2011,15200
11/4/2011,15210
11/5/2011,15270
11/6/2011,15270
11/7/2011,15270
11/8/2011,15410
11/9/2011,15150
11/10/2011,15420
11/11/2011,15450
11/12/2011,15400
11/13/2011,15400
11/14/2011,15400
11/15/2011,15360
11/16/2011,15080
11/17/2011,15080
11/18/2011,14960
11/19/2011,14890
11/20/2011,14890
11/21/2011,14890
11/22/2011,14750
11/23/2011,14920
11/24/2011,14990
11/25/2011,14860
11/26/2011,14770
11/27/2011,14770
11/28/2011,14770
11/29/2011,14770
11/30/2011,14910
12/1/2011,14910
12/2/2011,14860
12/3/2011,15090
12/4/2011,15090
12/5/2011,15090
12/6/2011,15300
12/7/2011,15330
12/8/2011,15200
12/9/2011,15210
12/10/2011,15270
12/11/2011,15270
12/12/2011,15270
12/13/2011,15410
12/14/2011,15150
12/15/2011,15420
12/16/2011,15450
12/17/2011,15400
12/18/2011,15400
12/19/2011,15400
12/20/2011,15360
12/21/2011,15080
12/22/2011,15080
12/23/2011,14960
12/24/2011,14890
12/25/2011,14890
12/26/2011,14890
12/27/2011,14750
12/28/2011,14920
12/29/2011,14990
12/30/2011,14860
12/31/2011,14770
1/1/2012,14770
1/2/2012,14770
1/3/2012,14770
1/4/2012,14910
1/5/2012,14910
1/6/2012,14860
1/7/2012,15090
1/8/2012,15080
1/9/2012,15080
1/10/2012,14960
1/11/2012,14890
1/12/2012,14890
1/13/2012,14890
1/14/2012,14750
1/15/2012,14920
1/16/2012,14990
1/17/2012,14860
1/18/2012,14770
1/19/2012,14770
1/20/2012,14770
1/21/2012,14770
1/22/2012,14910
1/23/2012,14910
1/24/2012,14860
1/25/2012,15090
1/26/2012,15090
1/27/2012,15090
1/28/2012,15300
1/29/2012,15330
1/30/2012,15200
1/31/2012,15210
2/1/2012,15270
2/2/2012,15270
2/3/2012,15270
2/4/2012,15410
2/5/2012,15150
2/6/2012,15420
2/7/2012,15450
2/8/2012,15400
2/9/2012,15400
2/10/2012,15400
2/11/2012,15360
2/12/2012,15080
2/13/2012,15080
2/14/2012,14960
2/15/2012,14890
2/16/2012,14890
2/17/2012,14890
2/18/2012,14750
2/19/2012,14920
2/20/2012,14990
2/21/2012,14860
2/22/2012,14770
2/23/2012,14770
2/24/2012,14770
2/25/2012,14770
2/26/2012,14910
2/27/2012,14910
2/28/2012,14860
2/29/2012,15090
3/1/2012,15090
3/2/2012,15090
3/3/2012,15300
3/4/2012,15330
3/5/2012,15200
3/6/2012,15210
3/7/2012,15270
3/8/2012,15270
3/9/2012,15270
3/10/2012,15410
3/11/2012,15150
3/12/2012,15420
3/13/2012,15450
3/14/2012,15400
3/15/2012,15400
3/16/2012,15400
3/17/2012,15360
3/18/2012,15080
3/19/2012,15080
3/20/2012,14960
3/21/2012,14890
3/22/2012,14890
3/23/2012,14890
3/24/2012,14750
3/25/2012,14920
3/26/2012,14990
3/27/2012,14860
3/28/2012,14770
3/29/2012,14770
3/30/2012,14770
3/31/2012,14770
4/1/2012,14910
4/2/2012,14910
4/3/2012,14860
4/4/2012,15090
4/5/2012,15090
4/6/2012,15090
4/7/2012,15300
4/8/2012,15330
4/9/2012,15200
4/10/2012,15210
4/11/2012,15270
4/12/2012,15270
4/13/2012,15270
4/14/2012,15410
4/15/2012,15150
4/16/2012,15420
4/17/2012,15450
4/18/2012,15400
4/19/2012,15400
4/20/2012,15400
4/21/2012,15360
4/22/2012,15080
4/23/2012,15080
4/24/2012,14960
4/25/2012,14890
4/26/2012,14890
4/27/2012,14890
4/28/2012,14750
4/29/2012,14920
4/30/2012,14990
5/1/2012,14860
5/2/2012,14770
5/3/2012,14770
5/4/2012,14770
5/5/2012,14770
5/6/2012,14910
5/7/2012,14910
5/8/2012,14860
5/9/2012,15090
5/10/2012,15090
5/11/2012,15090
5/12/2012,15300
5/13/2012,15330
5/14/2012,15200
5/15/2012,15210
5/16/2012,15270
5/17/2012,15270
5/18/2012,15270
5/19/2012,15410
5/20/2012,15150
5/21/2012,15420
5/22/2012,15450
5/23/2012,15400
5/24/2012,15400
5/25/2012,15400
5/26/2012,15360
5/27/2012,15080
5/28/2012,15080
5/29/2012,14960
5/30/2012,14890
5/31/2012,14890
6/1/2012,14890
6/2/2012,14750
6/3/2012,14920
6/4/2012,14990
6/5/2012,14860
6/6/2012,14770
6/7/2012,14770
6/8/2012,14770
6/9/2012,14770
6/10/2012,14910
6/11/2012,14910
6/12/2012,14860
6/13/2012,15090
6/14/2012,15090
6/15/2012,15090
6/16/2012,15300
6/17/2012,15330
6/18/2012,15200
6/19/2012,15210
6/20/2012,15270
6/21/2012,15270
6/22/2012,15270
6/23/2012,15410
6/24/2012,15150
6/25/2012,15420
6/26/2012,15450
6/27/2012,15400
6/28/2012,15400
6/29/2012,15400
6/30/2012,15360
7/1/2012,15080
7/2/2012,15080
7/3/2012,14960
7/4/2012,14890
7/5/2012,14890
7/6/2012,14890
7/7/2012,14750
7/8/2012,14920
7/9/2012,14990
7/10/2012,14860
7/11/2012,14770
7/12/2012,14770
7/13/2012,14770
7/14/2012,14770
7/15/2012,14910
7/16/2012,14910
7/17/2012,14860
7/18/2012,15090
7/19/2012,15090
7/20/2012,15090
7/21/2012,15300
7/22/2012,15330
7/23/2012,15200
7/24/2012,15210
7/25/2012,15270
7/26/2012,15270
7/27/2012,15270
7/28/2012,15410
7/29/2012,15150
7/30/2012,15420
7/31/2012,15450
8/1/2012,15400
8/2/2012,15400
8/3/2012,15400
8/4/2012,15360
8/5/2012,15080
8/6/2012,15080
8/7/2012,14960
8/8/2012,14890
8/9/2012,14890
8/10/2012,14890
8/11/2012,14750
8/12/2012,14920
8/13/2012,14990
8/14/2012,14860
8/15/2012,14770
8/16/2012,14770
8/17/2012,14770
8/18/2012,14770
8/19/2012,14910
8/20/2012,14910
8/21/2012,14860
8/22/2012,15090
8/23/2012,15090
8/24/2012,15090
8/25/2012,15300
8/26/2012,15330
8/27/2012,15200
8/28/2012,15210
8/29/2012,15270
8/30/2012,15270
8/31/2012,15270
9/1/2012,15410
9/2/2012,15150
9/3/2012,15420
9/4/2012,15450
9/5/2012,15400
9/6/2012,15400
9/7/2012,15400
9/8/2012,15360
9/9/2012,15080
9/10/2012,15080
9/11/2012,14960
9/12/2012,14890
9/13/2012,14890
9/14/2012,14890
9/15/2012,14750
9/16/2012,14920
9/17/2012,14990
9/18/2012,14860
9/19/2012,14770
9/20/2012,14770
9/21/2012,14770
9/22/2012,14770
9/23/2012,14910
9/24/2012,14910
9/25/2012,14860
9/26/2012,15090
9/27/2012,15090
9/28/2012,15090
9/29/2012,15300
9/30/2012,15330
10/1/2012,15200
10/2/2012,15210
10/3/2012,15270
10/4/2012,15270
10/5/2012,15270
10/6/2012,15410
10/7/2012,15150
10/8/2012,15420
10/9/2012,15450
10/10/2012,15400
10/11/2012,15400
10/12/2012,15400
10/13/2012,15360
10/14/2012,15080
10/15/2012,15080
10/16/2012,14960
10/17/2012,14890
10/18/2012,14890
10/19/2012,14890
10/20/2012,14750
10/21/2012,14920
10/22/2012,14990
10/23/2012,14860
10/24/2012,14770
10/25/2012,14770
10/26/2012,14770
10/27/2012,14770
10/28/2012,14910
10/29/2012,14910
10/30/2012,14860
10/31/2012,15090
11/1/2012,15090
11/2/2012,15090
11/3/2012,15300
11/4/2012,15330
11/5/2012,15200
11/6/2012,15210
11/7/2012,15270
11/8/2012,15270
11/9/2012,15270
11/10/2012,15410
11/11/2012,15150
11/12/2012,15420
11/13/2012,15450
11/14/2012,15400
11/15/2012,15400
11/16/2012,15400
11/17/2012,15080
11/18/2012,15080
11/19/2012,14960
11/20/2012,14890
11/21/2012,14890
11/22/2012,14890
11/23/2012,14750
11/24/2012,14920
11/25/2012,14990
11/26/2012,14860
11/27/2012,14770
11/28/2012,14770
11/29/2012,14770
11/30/2012,14770
12/1/2012,14910
12/2/2012,14910
12/3/2012,14860
12/4/2012,15090
12/5/2012,15090
12/6/2012,15090
12/7/2012,15300
12/8/2012,15330
12/9/2012,15200
12/10/2012,15210
12/11/2012,15270
12/12/2012,15270
12/13/2012,15270
12/14/2012,15410
12/15/2012,15150
12/16/2012,15420
12/17/2012,15450
12/18/2012,15400
12/19/2012,15400
12/20/2012,15400
12/21/2012,15360
12/22/2012,15080
12/23/2012,15080
12/24/2012,14960
12/25/2012,14890
12/26/2012,14890
12/27/2012,14890
12/28/2012,14750
12/29/2012,14920
12/30/2012,14990
12/31/2012,14860
1/1/2013,14770
1/2/2013,14770
1/3/2013,14770
1/4/2013,14770
1/5/2013,14910
1/6/2013,14910
1/7/2013,14860
1/8/2013,15090
1/9/2013,15090
1/10/2013,15090
1/11/2013,15300
1/12/2013,15330
1/13/2013,15200
1/14/2013,15210
1/15/2013,15270
1/16/2013,15270
1/17/2013,15270
1/18/2013,15410
1/19/2013,15150
1/20/2013,15420
1/21/2013,15450
1/22/2013,15400
1/23/2013,15400
1/24/2013,15400
1/25/2013,15360
1/26/2013,15080
1/27/2013,15080
1/28/2013,14960
1/29/2013,14890
1/30/2013,14890
1/31/2013,14890
2/1/2013,14750
2/2/2013,14920
2/3/2013,14990
2/4/2013,14860
2/5/2013,14770
2/6/2013,14770
2/7/2013,14770
2/8/2013,14770
2/9/2013,14910
2/10/2013,14910
2/11/2013,14860
2/12/2013,15090
2/13/2013,15080
2/14/2013,15080
2/15/2013,14960
2/16/2013,14890
2/17/2013,14890
2/18/2013,14890
2/19/2013,14750
2/20/2013,14920
2/21/2013,14990
2/22/2013,14860
2/23/2013,14770
2/24/2013,14770
2/25/2013,14770
2/26/2013,14770
2/27/2013,14910
2/28/2013,14910
3/1/2013,14860
3/2/2013,15090
3/3/2013,15090
3/4/2013,15090
3/5/2013,15300
3/6/2013,15330
3/7/2013,15200
3/8/2013,15210
3/9/2013,15270
3/10/2013,15270
3/11/2013,15270
3/12/2013,15410
3/13/2013,15150
3/14/2013,15420
3/15/2013,15450
3/16/2013,15400
3/17/2013,15400
3/18/2013,15400
3/19/2013,15360
3/20/2013,15080
3/21/2013,15080
3/22/2013,14960
3/23/2013,14890
3/24/2013,14890
3/25/2013,14890
3/26/2013,14750
3/27/2013,14920
3/28/2013,14990
3/29/2013,14860
3/30/2013,14770
3/31/2013,14770
4/1/2013,14770
4/2/2013,14770
4/3/2013,14910
4/4/2013,14910
4/5/2013,14860
4/6/2013,15090
4/7/2013,15090
4/8/2013,15090
4/9/2013,15300
4/10/2013,15330
4/11/2013,15200
4/12/2013,15210
4/13/2013,15270
4/14/2013,15270
4/15/2013,15270
4/16/2013,15410
4/17/2013,15150
4/18/2013,15420
4/19/2013,15450
4/20/2013,15400
4/21/2013,15400
4/22/2013,15400
4/23/2013,15360
4/24/2013,15080
4/25/2013,15080
4/26/2013,14960
4/27/2013,14890
4/28/2013,14890
4/29/2013,14890
4/30/2013,14750
5/1/2013,14920
5/2/2013,14990
5/3/2013,14860
5/4/2013,14770
5/5/2013,14770
5/6/2013,14770
5/7/2013,14770
5/8/2013,14910
5/9/2013,14910
5/10/2013,14860
5/11/2013,15090
5/12/2013,15080
5/13/2013,15080
5/14/2013,14960
5/15/2013,14890
5/16/2013,14890
5/17/2013,14890
5/18/2013,14750
5/19/2013,14920
5/20/2013,14990
5/21/2013,14860
5/22/2013,14770
5/23/2013,14770
5/24/2013,14770
5/25/2013,14770
5/26/2013,14910
5/27/2013,14910
5/28/2013,14860
5/29/2013,15090
5/30/2013,15090
5/31/2013,15090
6/1/2013,15300
6/2/2013,15330
6/3/2013,15200
6/4/2013,15210
6/5/2013,15270
6/6/2013,15270
6/7/2013,15270
6/8/2013,15410
6/9/2013,15150
6/10/2013,15420
6/11/2013,15450
6/12/2013,15400
6/13/2013,15400
6/14/2013,15400
6/15/2013,15360
6/16/2013,15080
6/17/2013,15080
6/18/2013,14960
6/19/2013,14890
6/20/2013,14890
6/21/2013,14890
6/22/2013,14750
6/23/2013,14920
6/24/2013,14990
6/25/2013,14860
6/26/2013,14770
6/27/2013,14770
6/28/2013,14770
6/29/2013,14770
6/30/2013,14910
7/1/2013,14910
7/2/2013,14860
7/3/2013,15090
7/4/2013,15090
7/5/2013,15090
7/6/2013,15300
7/7/2013,15330
7/8/2013,15200
7/9/2013,15210
7/10/2013,15270
7/11/2013,15270
7/12/2013,15270
7/13/2013,15410
7/14/2013,15150
7/15/2013,15420
7/16/2013,15450
7/17/2013,15400
7/18/2013,15400
7/19/2013,15400
7/20/2013,15360
7/21/2013,15080
7/22/2013,15080
7/23/2013,14960
7/24/2013,14890
7/25/2013,14890
7/26/2013,14890
7/27/2013,14750
7/28/2013,14920
7/29/2013,14990
7/30/2013,14860
7/31/2013,14770
8/1/2013,14770
8/2/2013,14770
8/3/2013,14770
8/4/2013,14910
8/5/2013,14910
8/6/2013,14860
8/7/2013,15090
8/8/2013,15080
8/9/2013,15080
8/10/2013,14960
8/11/2013,14890
8/12/2013,14890
8/13/2013,14890
8/14/2013,14750
8/15/2013,14920
8/16/2013,14990
8/17/2013,14860
8/18/2013,14770
8/19/2013,14770
8/20/2013,14770
8/21/2013,14770
8/22/2013,14910
8/23/2013,14910
8/24/2013,14860
8/25/2013,15090
8/26/2013,15090
8/27/2013,15090
8/28/2013,15300
8/29/2013,15330
8/30/2013,15200
8/31/2013,15210
9/1/2013,15270
9/2/2013,15270
9/3/2013,15270
9/4/2013,15410
9/5/2013,15150
9/6/2013,15420
9/7/2013,15450
9/8/2013,15400
9/9/2013,15400
9/10/2013,15400
9/11/2013,15360
9/12/2013,15080
9/13/2013,15080
9/14/2013,14960
9/15/2013,14890
9/16/2013,14890
9/17/2013,14890
9/18/2013,14750
9/19/2013,14920
9/20/2013,14990
9/21/2013,14860
9/22/2013,14770
9/23/2013,14770
9/24/2013,14770
9/25/2013,14770
9/26/2013,14910
9/27/2013,14910
9/28/2013,14860
9/29/2013,15090
9/30/2013,15090
10/1/2013,15090
10/2/2013,15300
10/3/2013,15330
10/4/2013,15200
10/5/2013,15210
10/6/2013,15270
10/7/2013,15270
10/8/2013,15270
10/9/2013,15410
10/10/2013,15150
10/11/2013,15420
10/12/2013,15450
10/13/2013,15400
10/14/2013,15400
10/15/2013,15400
10/16/2013,15360
10/17/2013,15080
10/18/2013,15080
10/19/2013,14960
10/20/2013,14890
10/21/2013,14890
10/22/2013,14890
10/23/2013,14750
10/24/2013,14920
10/25/2013,14990
10/26/2013,14860
10/27/2013,14770
10/28/2013,14770
10/29/2013,14770
10/30/2013,14770
10/31/2013,14910
